Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
37,Sat,2018-05-12,18:30 (22:00),Eibar,1.2,1–0,0.8,Las Palmas,5107,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,Match Report,
37,Sat,2018-05-12,18:30 (22:00),Girona,1.1,0–1,1.0,Valencia,10850,Estadi Municipal de Montilivi,Ignacio Iglesias,Match Report,
37,Sat,2018-05-12,18:30 (22:00),Betis,1.1,2–2,1.6,Sevilla,55588,Estadio Benito Villamarín,Alfonso Álvarez,Match Report,
37,Sat,2018-05-12,20:45 (00:15),Real Madrid,1.8,6–0,0.3,Celta Vigo,56474,Estadio Santiago Bernabéu,Pablo González,Match Report,
37,Sun,2018-05-13,16:15 (19:45),Espanyol,4.0,4–1,1.8,Málaga,15004,RCDE Stadium,Juan Martínez,Match Report,
37,Sun,2018-05-13,20:45 (00:15),Levante,3.7,5–4,2.3,Barcelona,22384,Estadio Ciudad de Valencia,Mario Melero,Match Report,
38,Sat,2018-05-19,13:00 (16:30),Celta Vigo,4.1,4–2,0.4,Levante,10480,Estadio de Balaídos,Ricardo de Burgos,Match Report,
38,Sat,2018-05-19,16:15 (19:45),Leganés,1.5,3–2,1.9,Betis,10813,Estadio Municipal de Butarque,Jesús Gil,Match Report,
38,Sat,2018-05-19,17:30 (22:00),Las Palmas,1.2,1–2,1.4,Girona,6362,Estadio de Gran Canaria,Santiago Jaime,Match Report,
38,Sat,2018-05-19,18:30 (22:00),Málaga,0.8,0–1,1.3,Getafe,9570,Estadio La Rosaleda,Daniel Trujillo,Match Report,
38,Sat,2018-05-19,18:30 (22:00),Sevilla,1.8,1–0,0.8,Alavés,22513,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
38,Sat,2018-05-19,20:45 (00:15),Villarreal,1.4,2–2,0.9,Real Madrid,18891,Estadio de la Cerámica,José Sánchez,Match Report,
38,Sun,2018-05-20,12:00 (15:30),Valencia,1.5,2–1,1.4,La Coruña,35376,Estadio de Mestalla,David Medié,Match Report,
38,Sun,2018-05-20,16:15 (19:45),Athletic Club,1.1,0–1,1.3,Espanyol,28492,San Mamés,David Fernández,Match Report,
38,Sun,2018-05-20,18:30 (22:00),Atlético Madrid,1.2,2–2,1.0,Eibar,63229,Estadio Wanda Metropolitano,Alfonso Álvarez,Match Report,
38,Sun,2018-05-20,20:45 (00:15),Barcelona,1.1,1–0,0.7,Real Sociedad,84168,Camp Nou,José Munuera,Match Report,
